id,district,area_sqm,bedrooms,living_rooms,bathrooms,floor,total_floors,has_elevator,building_age_years,orientation,decoration,property_type,developer,subway_line,subway_distance_m,school_district_tier,west_lake_distance_m,green_ratio,parking_ratio,management_fee_yuan_per_sqm,listing_date,listing_duration_days,price_adjustments_count,unit_price_yuan_per_sqm,total_price_wan
2164,滨江区,83.8,3,2,3,14,18,1,4,South,简装 (Simple),别墅 (Villa),华润 (CR Land),Line 7,2223,,17535,0.4,0.9,4.23,10/17/2023,590,3,59509,498.69
2165,上城区,98.3,3,2,3,16,33,1,3,North,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 6,421,C,18013,0.29,0.92,3.96,11/25/2023,572,2,73273,720.27
2166,西湖区,88.8,3,2,2,11,18,1,,South,简装 (Simple),住宅 (Residential),万科 (Vanke),Line 5,1264,,14516,0.41,0.56,2.78,1/3/2023,874,0,65137,578.42
2167,余杭区,125.4,4,1,4,6,6,1,3,East,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 1,1704,,8300,0.26,0.84,4.9,12/20/2023,468,2,34714,435.31
2168,西湖区,43.8,2,1,2,8,33,1,32,Northwest,毛坯 (Rough),住宅 (Residential),华润 (CR Land),Line 9,123,A,26941,,1.07,4.66,2/12/2023,813,2,36330,159.13
2169,余杭区,52.4,2,1,2,7,18,1,3,,精装 (Fine),别墅 (Villa),中海 (COHL),Line 16,1263,C,4678,0.42,1.45,,7/27/2023,618,1,50925,266.85
2170,拱墅区,77.9,3,2,3,4,11,1,24,South,毛坯 (Rough),住宅 (Residential),本地开发商 (Local),Line 5,109,C,26038,0.29,1.09,6.03,11/1/2023,594,0,33382,260.05
2171,余杭区,109.9,4,1,4,15,33,1,19,,简装 (Simple),公寓 (Apartment),万科 (Vanke),Line 5,198,B,9770,0.29,,3.64,9/2/2024,245,0,27379,300.9
2172,临平区,85,2,1,1,1,11,1,33,East,精装 (Fine),商住两用 (Mixed),融创 (Sunac),Line 9,,,6781,0.33,,,8/22/2023,617,,13261,112.72
2173,上城区,107.4,4,1,4,2,6,0,31,South,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 19,3870,C,15463,0.41,,5.92,5/22/2024,315,0,30715,329.88
2174,上城区,89.6,2,2,2,9,11,1,,Southeast,简装 (Simple),住宅 (Residential),绿城 (Greentown),,1208,B,2705,0.35,,1.65,3/12/2024,409,1,81803,732.95
2175,上城区,70.9,3,1,3,32,33,1,0,North,,住宅 (Residential),龙湖 (Longfor),Line 1,1027,C,,0.41,,1.54,6/23/2023,684,1,71121,504.25
2176,上城区,71.9,3,2,2,4,18,1,10,Southwest,豪华 (Luxury),公寓 (Apartment),龙湖 (Longfor),,386,A,27454,,1.02,,12/3/2024,140,1,51576,370.83
2177,西湖区,60,1,2,1,13,18,1,2,Northeast,精装 (Fine),别墅 (Villa),绿城 (Greentown),Line 5,1985,B,15973,0.42,0.83,,1/14/2024,463,1,83657,501.94
2178,萧山区,125.9,3,1,2,1,18,1,11,East,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 16,3084,C,8004,0.26,0.71,7.09,7/24/2024,257,1,35957,452.7
2179,萧山区,34.5,1,1,1,5,6,1,,,,公寓 (Apartment),滨江 (Binjiang),Line 16,416,C,13442,,0.91,3.01,11/22/2023,564,0,30702,105.92
2180,钱塘区,137,4,2,4,13,26,1,0,Southeast,精装 (Fine),公寓 (Apartment),滨江 (Binjiang),Line 2,488,,23901,0.28,0.79,,5/2/2024,414,2,30576,418.89
2181,滨江区,97.9,3,2,3,18,18,1,4,Northwest,精装 (Fine),公寓 (Apartment),龙湖 (Longfor),Line 10,1366,B,,0.27,,,6/24/2024,343,0,45903,449.39
2182,西湖区,97.3,3,1,3,32,33,1,13,South,豪华 (Luxury),商住两用 (Mixed),万科 (Vanke),Line 9,458,C,3006,,1.42,,10/4/2023,605,1,70397,684.96
2183,萧山区,78,2,3,1,7,18,1,33,South,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 7,934,C,24874,0.28,1,,3/27/2024,435,0,17336,135.22
2184,临平区,61.1,1,1,1,1,6,1,8,Southeast,精装 (Fine),公寓 (Apartment),保利 (Poly),Line 6,956,A,21760,0.25,,6.15,11/4/2023,532,0,21265,129.93
2185,富阳区,92.6,2,2,2,6,18,1,26,Northeast,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 9,171,C,5190,0.43,0.63,2.83,4/17/2023,743,1,16532,153.09
2186,钱塘区,143.3,4,2,4,27,33,1,16,Northwest,精装 (Fine),住宅 (Residential),保利 (Poly),Line 7,,C,16146,0.35,0.8,5.01,10/26/2024,220,2,26845,384.69
2187,拱墅区,157.9,5,1,4,6,33,1,0,Southeast,简装 (Simple),住宅 (Residential),,Line 5,1079,B,21320,0.3,,,2/25/2024,418,1,61636,973.23
2188,余杭区,93.5,2,1,2,2,18,1,15,Southwest,毛坯 (Rough),公寓 (Apartment),万科 (Vanke),Line 2,1087,,,0.33,,,3/27/2023,735,0,19924,186.29
2189,西湖区,146.5,5,1,4,11,18,1,6,Southeast,精装 (Fine),住宅 (Residential),龙湖 (Longfor),,,B,882,0.41,,5.4,10/28/2024,242,0,96706,1416.74
2190,上城区,82.6,2,2,1,5,18,1,7,,简装 (Simple),住宅 (Residential),,Line 10,1125,,25973,0.29,1.13,4.98,2/14/2024,483,3,43573,359.91
2191,上城区,85.1,3,2,2,5,6,1,20,Southwest,简装 (Simple),住宅 (Residential),保利 (Poly),,2583,,1880,,0.96,2.58,4/14/2024,404,,47530,404.48
2192,萧山区,77.1,3,1,2,20,33,1,24,West,豪华 (Luxury),商住两用 (Mixed),滨江 (Binjiang),Line 6,184,C,23518,,0.79,3.07,3/25/2023,789,0,24340,187.66
2193,富阳区,59.8,2,1,1,12,26,1,1,West,精装 (Fine),别墅 (Villa),龙湖 (Longfor),Line 19,,C,14593,0.26,,4.68,9/24/2023,562,2,30325,181.34
2194,余杭区,25,1,1,1,17,26,1,26,South,,住宅 (Residential),滨江 (Binjiang),Line 19,470,B,24417,,1.14,,5/18/2023,760,,21136,52.84
2195,钱塘区,127.5,3,2,2,10,18,1,0,Southwest,精装 (Fine),商住两用 (Mixed),,Line 16,,C,8130,0.43,,,2/25/2023,802,,32937,419.95
2196,钱塘区,113.3,3,2,3,11,11,1,29,,精装 (Fine),住宅 (Residential),华润 (CR Land),Line 5,205,C,7167,0.35,0.75,5.44,4/6/2024,439,3,26043,295.07
2197,西湖区,73.5,2,1,2,15,26,1,14,East,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 4,499,C,19295,,0.88,5.17,9/10/2024,262,,53268,391.52
2198,上城区,103,2,3,2,12,33,1,10,Southwest,毛坯 (Rough),公寓 (Apartment),本地开发商 (Local),Line 9,316,C,16680,0.33,1.42,5.67,12/26/2023,509,0,36762,378.65
2199,西湖区,42.5,1,2,1,15,33,1,13,South,豪华 (Luxury),住宅 (Residential),中海 (COHL),,226,C,13226,0.4,,7.8,9/16/2024,279,0,47914,203.63
2200,余杭区,31.3,1,2,1,9,18,1,20,Northwest,简装 (Simple),住宅 (Residential),中海 (COHL),Line 9,1565,B,29333,,0.86,3.55,6/5/2023,677,,18528,57.99
2201,富阳区,50.6,2,1,1,16,18,1,,South,毛坯 (Rough),别墅 (Villa),龙湖 (Longfor),Line 7,326,C,,0.44,,7.5,10/15/2024,218,,31260,158.18
2202,临平区,128.1,3,2,3,7,11,1,4,South,简装 (Simple),住宅 (Residential),,Line 4,3874,,,0.37,0.99,6.61,5/17/2024,323,1,27311,349.85
2203,临安区,76.8,3,3,3,21,26,1,2,Northeast,精装 (Fine),住宅 (Residential),中海 (COHL),Line 9,1138,C,5991,,0.73,6.76,4/22/2023,775,0,21229,163.04
2204,萧山区,83.3,3,1,2,15,33,1,,Southeast,精装 (Fine),住宅 (Residential),中海 (COHL),,1499,C,28671,0.34,,6.39,11/20/2023,574,2,31184,259.76
2205,余杭区,125.4,4,1,4,29,33,1,32,Southwest,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 7,4197,C,510,,0.96,,8/22/2023,596,2,26861,336.84
2206,滨江区,138.3,4,2,3,22,33,1,24,Southeast,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 19,899,C,2135,0.43,0.99,6.24,5/25/2024,377,1,51717,715.25
2207,临安区,57.7,2,2,2,17,18,1,33,South,毛坯 (Rough),住宅 (Residential),融创 (Sunac),Line 16,1969,A,2519,0.33,,1.52,7/17/2023,635,1,13554,78.21
2208,上城区,88.8,2,1,2,8,11,1,26,Southwest,,公寓 (Apartment),华润 (CR Land),,931,B,27696,,0.68,4.52,1/30/2024,449,0,31441,279.2
2209,富阳区,136.5,3,2,2,7,18,1,1,North,精装 (Fine),别墅 (Villa),万科 (Vanke),,727,C,22675,0.28,0.83,3.56,11/14/2023,586,0,40952,558.99
2210,临安区,82.9,3,1,3,4,26,1,8,,豪华 (Luxury),公寓 (Apartment),绿城 (Greentown),Line 9,3767,B,24171,,0.72,5.33,8/11/2024,250,2,16803,139.3
2211,钱塘区,165.8,4,2,4,3,6,1,5,South,精装 (Fine),别墅 (Villa),绿城 (Greentown),Line 10,1353,B,23730,0.41,,4.03,7/16/2023,635,2,57028,945.52
2212,临平区,90.1,3,1,2,31,33,1,13,,毛坯 (Rough),住宅 (Residential),龙湖 (Longfor),Line 2,226,C,16091,0.42,1.49,7.4,4/5/2023,768,0,25998,234.24
2213,萧山区,63.5,2,1,1,6,33,1,1,East,精装 (Fine),公寓 (Apartment),本地开发商 (Local),Line 3,2744,B,7984,,1.01,5.16,7/17/2023,640,1,29092,184.73
2214,钱塘区,94.2,2,1,2,2,18,1,11,Northeast,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 6,1055,A,18068,,1.36,7.59,5/1/2023,739,2,31351,295.33
2215,上城区,117.1,4,2,4,25,33,1,,Northwest,毛坯 (Rough),住宅 (Residential),本地开发商 (Local),Line 5,4585,,6833,0.43,1.3,7.52,5/17/2024,408,1,53673,628.51
2216,临平区,75.2,3,1,3,10,11,1,29,,精装 (Fine),住宅 (Residential),中海 (COHL),Line 5,529,A,7135,0.3,,5.48,12/6/2023,554,0,22642,170.27
2217,西湖区,80.3,2,1,2,19,26,1,32,Southwest,,住宅 (Residential),万科 (Vanke),Line 10,679,C,7132,,1.36,6.92,4/17/2024,382,1,38615,310.08
2218,西湖区,127.3,4,2,4,9,11,1,4,Southeast,豪华 (Luxury),住宅 (Residential),,Line 7,4752,C,9019,0.38,,2.86,9/28/2024,235,,70172,893.29
2219,临平区,85.9,2,1,2,6,18,1,11,,,住宅 (Residential),龙湖 (Longfor),Line 4,969,,6022,,0.74,,8/27/2024,261,0,20861,179.2
2220,滨江区,105.3,4,2,4,14,33,1,12,West,豪华 (Luxury),住宅 (Residential),万科 (Vanke),Line 19,2222,A,27379,0.44,0.95,6.45,10/28/2023,571,0,58218,613.04
2221,临安区,100.9,3,2,2,8,33,1,19,Southwest,简装 (Simple),公寓 (Apartment),绿城 (Greentown),Line 6,872,B,17084,0.42,,6.87,8/30/2023,639,,14908,150.42
2222,西湖区,49.9,1,2,1,11,11,1,29,West,精装 (Fine),住宅 (Residential),滨江 (Binjiang),Line 1,199,C,11224,0.37,1.2,7.47,11/9/2023,544,1,46184,230.46
2223,上城区,71.9,3,2,2,18,26,1,2,Southeast,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 2,2154,C,,0.35,0.81,,6/14/2023,711,2,54005,388.3
2224,富阳区,67.1,1,1,1,5,6,1,22,,豪华 (Luxury),住宅 (Residential),万科 (Vanke),Line 10,562,,24363,,0.9,4.2,4/9/2023,735,1,16829,112.92
2225,钱塘区,143,4,2,3,18,33,1,3,South,精装 (Fine),公寓 (Apartment),保利 (Poly),Line 1,2084,C,22101,0.28,,5.02,9/30/2024,264,1,31319,447.86
2226,临安区,100.9,2,3,2,16,18,1,3,South,豪华 (Luxury),别墅 (Villa),,,338,A,2640,,1.04,,6/5/2023,752,0,46418,468.36
2227,萧山区,111.8,3,2,3,9,18,1,25,Southeast,简装 (Simple),商住两用 (Mixed),万科 (Vanke),Line 2,312,,7643,0.44,,2.11,2/18/2024,436,0,24735,276.54
2228,临安区,88.4,2,2,2,29,33,1,,East,精装 (Fine),住宅 (Residential),绿城 (Greentown),,3428,A,5625,0.41,,2.43,9/28/2023,575,2,24139,213.39
2229,萧山区,73.7,2,1,2,4,11,1,6,West,简装 (Simple),住宅 (Residential),,Line 1,313,C,8302,,1.12,7.31,1/7/2024,496,3,29604,218.18
2230,滨江区,47.9,2,1,1,31,33,1,12,East,简装 (Simple),住宅 (Residential),华润 (CR Land),Line 7,282,C,3092,0.44,1.08,4.4,12/16/2024,123,0,53131,254.5
2231,滨江区,130.1,3,1,3,16,26,1,32,Southeast,豪华 (Luxury),住宅 (Residential),万科 (Vanke),,1398,C,21355,0.31,,3.17,11/30/2023,553,0,41715,542.71
2232,萧山区,108.1,3,2,3,5,11,1,4,Northeast,精装 (Fine),公寓 (Apartment),融创 (Sunac),Line 19,520,C,5428,,,4.28,3/14/2024,402,1,35676,385.66
2233,余杭区,124.5,4,2,4,14,33,1,11,South,毛坯 (Rough),住宅 (Residential),华润 (CR Land),Line 7,673,C,12462,0.34,0.93,3.84,1/21/2023,808,0,27577,343.33
2234,滨江区,119.8,4,2,3,15,26,1,31,,简装 (Simple),商住两用 (Mixed),龙湖 (Longfor),,101,B,1453,0.33,1.32,7.35,6/5/2024,388,2,49794,596.53
2235,滨江区,86.8,2,2,2,4,6,1,,,简装 (Simple),住宅 (Residential),,Line 6,800,,11882,0.28,,2.25,12/22/2024,118,2,54359,471.84
2236,滨江区,82.5,2,3,1,25,33,1,22,Southwest,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 5,1806,B,9663,0.34,0.5,6.28,1/28/2024,447,,39847,328.74
2237,拱墅区,82.8,2,1,1,14,33,1,30,South,,公寓 (Apartment),,Line 16,3535,C,13630,0.31,0.58,7.67,1/21/2024,440,,27746,229.74
2238,临平区,179.4,5,1,4,7,26,1,23,Southeast,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 4,277,,24202,0.34,,3.14,1/22/2024,435,0,26742,479.75
2239,拱墅区,85.2,3,1,2,16,18,1,23,South,精装 (Fine),住宅 (Residential),,Line 2,197,C,4495,,,2.59,2/5/2023,872,1,44347,377.84
2240,临安区,102.5,2,1,1,6,11,1,0,Southwest,,别墅 (Villa),本地开发商 (Local),Line 7,1098,C,26711,0.39,0.65,3.35,3/12/2023,761,3,27243,279.24
2241,上城区,98.8,2,1,1,6,18,1,,,,住宅 (Residential),融创 (Sunac),Line 3,675,B,,0.4,1.43,7.91,8/3/2023,668,0,68553,677.3
2242,西湖区,115.5,3,2,2,8,11,1,,Northwest,毛坯 (Rough),住宅 (Residential),华润 (CR Land),Line 19,206,C,,0.26,,7.01,11/1/2023,605,0,69242,799.75
2243,临安区,68.9,1,3,1,16,26,1,6,Southeast,精装 (Fine),商住两用 (Mixed),万科 (Vanke),Line 16,1336,,8183,0.4,,3.8,6/20/2023,726,0,13554,93.39
2244,滨江区,85.8,2,1,1,7,11,1,6,Northeast,毛坯 (Rough),住宅 (Residential),融创 (Sunac),Line 10,1249,A,1705,0.28,,3.38,12/21/2024,131,3,70706,606.66
2245,钱塘区,119.1,3,2,2,18,18,1,0,North,豪华 (Luxury),住宅 (Residential),保利 (Poly),Line 1,672,,2427,,0.73,3.14,7/20/2024,326,0,47316,563.53
2246,临安区,126.1,3,1,3,1,6,1,3,South,,住宅 (Residential),绿城 (Greentown),Line 1,1215,,27926,0.36,1.11,7.55,4/4/2024,365,0,20751,261.67
2247,临安区,139.3,3,2,3,3,26,1,33,Southwest,毛坯 (Rough),公寓 (Apartment),本地开发商 (Local),Line 4,472,,7126,0.26,1.09,,5/17/2024,338,0,12094,168.47
2248,萧山区,92.5,3,1,2,19,26,1,,,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 1,4663,,25625,0.27,,1.54,3/7/2024,405,0,37766,349.34
2249,西湖区,137.1,4,1,4,18,33,1,9,South,,住宅 (Residential),绿城 (Greentown),Line 2,341,,8126,0.27,0.84,2.72,7/27/2023,620,3,70601,967.94
2250,临安区,163.4,5,2,4,10,33,1,12,Southwest,精装 (Fine),住宅 (Residential),滨江 (Binjiang),Line 1,961,C,3473,0.4,0.86,6.84,11/7/2024,210,,23601,385.64
2251,余杭区,90.5,2,1,1,10,11,1,3,Southeast,毛坯 (Rough),住宅 (Residential),保利 (Poly),,547,C,2317,0.33,0.95,,6/15/2024,319,1,36382,329.26
2252,萧山区,112,4,1,4,1,6,0,3,Northeast,精装 (Fine),商住两用 (Mixed),保利 (Poly),Line 9,,,7571,0.33,1.03,6.57,5/29/2024,319,2,27784,311.18
2253,临安区,63.7,2,1,1,1,11,1,1,South,精装 (Fine),公寓 (Apartment),万科 (Vanke),,386,C,,0.4,0.87,5.24,12/18/2023,484,,18304,116.6
2254,临安区,67.9,1,2,1,15,18,1,7,Southwest,精装 (Fine),公寓 (Apartment),,Line 5,424,C,,0.31,0.64,3.8,9/10/2024,288,1,14666,99.58
2255,临平区,137.7,3,1,3,21,26,1,8,,简装 (Simple),商住两用 (Mixed),融创 (Sunac),Line 16,970,,2038,0.36,,,1/28/2024,514,0,30619,421.62
2256,萧山区,102.8,2,1,1,3,26,1,10,South,,商住两用 (Mixed),,Line 16,4687,C,14566,0.43,0.66,3.64,8/17/2024,273,0,25123,258.26
2257,富阳区,136.8,4,3,3,6,6,0,20,East,,住宅 (Residential),本地开发商 (Local),Line 6,1028,B,9661,0.29,0.99,6.59,10/6/2024,187,0,18463,252.57
2258,临安区,102.7,2,1,2,6,18,1,13,East,毛坯 (Rough),公寓 (Apartment),龙湖 (Longfor),Line 1,1287,B,22732,0.38,0.86,6.8,3/14/2024,383,0,14090,144.7
2259,余杭区,25,1,1,1,7,18,1,29,,精装 (Fine),别墅 (Villa),,Line 2,119,A,26119,,1.33,3.23,2/2/2023,800,0,29825,74.56
2260,钱塘区,102.9,3,2,3,18,18,1,6,Northeast,精装 (Fine),住宅 (Residential),中海 (COHL),Line 3,198,B,8029,0.42,,,7/10/2024,284,3,39149,402.84
2261,临平区,125.9,3,2,3,28,33,1,,West,精装 (Fine),公寓 (Apartment),,Line 2,326,,8672,0.32,0.77,,1/27/2024,450,0,30430,383.11
2262,上城区,36.4,1,1,1,4,33,1,31,Northwest,,住宅 (Residential),融创 (Sunac),Line 1,2548,,4688,0.44,,,8/15/2024,249,1,34551,125.77
2263,西湖区,39,2,1,2,11,18,1,32,Northeast,毛坯 (Rough),住宅 (Residential),,Line 2,385,C,5563,0.34,,6.71,12/12/2023,547,0,35522,138.54
2264,西湖区,78.8,2,2,2,17,26,1,4,,毛坯 (Rough),别墅 (Villa),绿城 (Greentown),Line 5,826,B,27361,,0.62,,11/17/2024,203,0,80590,635.05
2265,上城区,135.8,3,1,2,19,33,1,0,,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 16,967,C,12743,0.29,0.83,4.94,5/16/2024,331,1,74896,1017.09
2266,上城区,125.6,4,2,4,19,33,1,,Southeast,,商住两用 (Mixed),本地开发商 (Local),Line 16,629,C,1744,0.34,1.46,7.29,8/1/2023,678,1,68882,865.16
2267,滨江区,91.8,3,1,3,21,26,1,13,,精装 (Fine),住宅 (Residential),绿城 (Greentown),Line 19,1460,C,3905,0.27,0.91,3.78,6/21/2023,682,,56075,514.77
2268,钱塘区,152.3,4,2,4,11,11,1,21,East,豪华 (Luxury),住宅 (Residential),,Line 9,,B,13062,0.29,1,6.31,4/4/2024,411,1,30260,460.86
2269,滨江区,122.7,4,1,4,17,26,1,9,South,精装 (Fine),公寓 (Apartment),万科 (Vanke),Line 19,572,C,17104,0.39,,7.53,10/2/2023,569,3,46321,568.36
2270,临平区,77.8,2,2,1,7,18,1,7,East,简装 (Simple),住宅 (Residential),本地开发商 (Local),Line 7,297,,12088,0.27,0.74,1.66,7/29/2024,263,1,24057,187.16
2271,西湖区,72.8,2,1,1,30,33,1,8,Southeast,豪华 (Luxury),住宅 (Residential),保利 (Poly),,135,B,14533,0.3,,5.7,12/24/2023,516,3,76529,557.13
2272,钱塘区,44.5,1,2,1,5,33,1,28,West,精装 (Fine),公寓 (Apartment),万科 (Vanke),Line 16,609,B,4920,,0.89,6.58,8/17/2023,662,0,18452,82.11
2273,西湖区,112.3,3,1,2,16,26,1,6,Southeast,,别墅 (Villa),本地开发商 (Local),,399,B,11884,0.32,,3.83,2/8/2023,867,0,92381,1037.44
2274,萧山区,40.6,1,2,1,12,33,1,5,,,公寓 (Apartment),龙湖 (Longfor),Line 16,683,C,3204,,1.23,5.54,9/26/2023,624,0,27113,110.08
2275,西湖区,92.1,2,1,1,3,11,1,32,,精装 (Fine),住宅 (Residential),,Line 9,410,C,2763,0.38,,2.5,4/25/2023,789,0,43070,396.67
2276,萧山区,26.4,1,1,1,6,18,1,18,North,简装 (Simple),公寓 (Apartment),中海 (COHL),Line 3,3863,C,11451,,1.49,3.23,12/13/2024,179,0,12408,32.76
2277,西湖区,84.3,2,1,2,12,33,1,14,West,毛坯 (Rough),住宅 (Residential),,Line 7,233,,1800,0.37,1.44,3.01,6/17/2024,345,1,66224,558.27
2278,拱墅区,101,2,1,1,1,18,1,5,,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 6,3547,B,27528,0.26,1.1,7.21,11/16/2024,166,1,44990,454.4
2279,滨江区,50.7,2,2,2,8,18,1,,Northwest,豪华 (Luxury),住宅 (Residential),融创 (Sunac),,4708,,,0.42,1.39,1.54,11/21/2023,527,3,46497,235.74
2280,临平区,106.7,3,1,2,8,26,1,,Southeast,毛坯 (Rough),公寓 (Apartment),保利 (Poly),,372,B,5621,,0.96,4.28,6/13/2023,686,,31333,334.32
2281,临平区,89.7,3,1,3,6,6,1,6,North,豪华 (Luxury),住宅 (Residential),滨江 (Binjiang),Line 1,384,C,1629,0.33,,,2/8/2023,853,0,42743,383.4
2282,临平区,168.8,4,1,3,10,18,1,10,Southeast,精装 (Fine),住宅 (Residential),滨江 (Binjiang),Line 6,307,C,10732,,,3.03,2/22/2024,406,2,38944,657.37
2283,滨江区,165.3,4,2,4,11,26,1,22,Southeast,豪华 (Luxury),住宅 (Residential),华润 (CR Land),Line 10,967,C,28370,0.29,1.43,5.76,3/1/2024,446,,53994,892.52
2284,滨江区,102,3,2,2,12,18,1,11,Southeast,精装 (Fine),住宅 (Residential),融创 (Sunac),Line 2,2899,B,4295,0.32,1.42,,12/14/2023,537,0,55070,561.71
2285,西湖区,159.9,5,1,4,26,26,1,11,,简装 (Simple),住宅 (Residential),,Line 10,1224,B,,0.39,0.73,4.04,1/5/2023,839,0,61635,985.54
2286,临平区,59.9,2,1,2,1,6,1,,,,公寓 (Apartment),华润 (CR Land),Line 3,1173,,18707,,1.15,,6/15/2023,730,0,20757,124.33
2287,滨江区,162,4,2,4,1,18,1,12,Northwest,,住宅 (Residential),保利 (Poly),Line 7,304,B,24413,0.42,1.1,4.29,4/15/2023,794,3,60509,980.25
2288,钱塘区,111.8,4,2,4,4,6,1,29,Southwest,毛坯 (Rough),公寓 (Apartment),本地开发商 (Local),Line 3,3169,C,5726,0.39,0.87,,3/9/2023,804,0,16862,188.52
2289,余杭区,53.6,2,1,1,17,18,1,8,Southwest,,公寓 (Apartment),本地开发商 (Local),Line 9,1431,,25936,,,7.7,11/19/2023,559,0,22390,120.01
2290,萧山区,148.5,4,1,3,1,26,1,25,,精装 (Fine),住宅 (Residential),保利 (Poly),Line 16,,,24263,,1.23,2.87,12/10/2024,132,0,23813,353.62
2291,余杭区,108.6,4,1,4,3,18,1,9,West,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 4,445,C,,,1.47,4.66,1/18/2023,852,1,32377,351.61
2292,萧山区,113.6,4,2,4,1,11,1,12,Southwest,精装 (Fine),住宅 (Residential),龙湖 (Longfor),Line 3,1444,B,12472,0.42,1.39,5.38,12/2/2024,133,1,36326,412.66
2293,余杭区,147.7,4,1,4,1,6,0,9,West,毛坯 (Rough),公寓 (Apartment),绿城 (Greentown),Line 6,290,B,16817,0.39,1.33,2.15,2/27/2023,784,0,28238,417.08
2294,临安区,54.5,2,1,1,6,6,0,32,East,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),,182,B,20427,0.27,0.88,,5/1/2024,357,0,13223,72.07
2295,临平区,163.7,4,2,4,32,33,1,3,Southeast,,住宅 (Residential),华润 (CR Land),Line 4,570,B,16282,0.33,,,2/23/2023,803,0,39627,648.69
2296,临平区,57.7,2,1,2,13,18,1,,Northeast,精装 (Fine),住宅 (Residential),本地开发商 (Local),Line 9,1875,C,25509,0.34,0.51,,3/7/2024,449,0,23008,132.76
2297,钱塘区,32.6,1,1,1,3,11,1,0,Southeast,精装 (Fine),公寓 (Apartment),,Line 9,1286,C,,0.39,,7.03,1/22/2024,509,1,22395,73.01
2298,临安区,114.1,4,1,4,11,11,1,10,Southwest,精装 (Fine),住宅 (Residential),万科 (Vanke),Line 7,3741,C,16865,,0.86,5.01,3/22/2023,778,0,18644,212.73
2299,滨江区,135.3,3,1,2,6,6,0,30,North,,住宅 (Residential),滨江 (Binjiang),Line 1,161,B,17811,0.31,1.37,7.33,3/7/2023,762,1,39583,535.56
2300,萧山区,137.1,4,1,3,18,26,1,9,East,毛坯 (Rough),住宅 (Residential),本地开发商 (Local),,517,,,0.26,0.71,,2/1/2023,818,0,33739,462.56
2301,富阳区,79.2,2,2,1,4,26,1,20,Southeast,豪华 (Luxury),住宅 (Residential),万科 (Vanke),Line 1,2154,B,13309,0.43,0.52,7.38,9/7/2024,285,0,18473,146.31
2302,余杭区,111.7,4,1,4,31,33,1,23,Northwest,,住宅 (Residential),融创 (Sunac),Line 4,3381,B,3679,0.43,0.86,6.57,6/24/2024,332,0,28574,319.17
2303,滨江区,88.9,3,2,2,13,26,1,2,Northwest,毛坯 (Rough),公寓 (Apartment),中海 (COHL),Line 7,318,,7922,0.25,0.78,5.68,2/11/2024,460,3,44800,398.27
2304,萧山区,74.7,2,1,2,11,18,1,0,,精装 (Fine),住宅 (Residential),,,,,20416,0.3,1.08,6.97,7/7/2024,350,0,35424,264.62
2305,西湖区,116,4,2,4,16,33,1,19,Southwest,简装 (Simple),住宅 (Residential),滨江 (Binjiang),,346,A,572,0.35,1.16,7.99,2/13/2024,479,1,78608,911.85
2306,临平区,110.7,3,1,3,1,6,1,23,South,简装 (Simple),商住两用 (Mixed),,Line 3,1576,B,29613,0.35,0.67,2.34,12/12/2024,127,1,14832,164.19
2307,富阳区,73.9,3,1,2,12,33,1,8,North,简装 (Simple),住宅 (Residential),保利 (Poly),Line 19,1946,,12250,,0.94,,1/21/2023,811,1,17908,132.34
2308,萧山区,118.3,4,2,4,13,18,1,3,,,公寓 (Apartment),万科 (Vanke),Line 19,2785,,,0.3,1.42,7.55,7/1/2024,312,0,29430,348.16
2309,钱塘区,73.9,3,2,3,21,26,1,12,Northeast,豪华 (Luxury),住宅 (Residential),本地开发商 (Local),Line 19,168,C,11716,0.41,1.28,1.73,7/8/2024,301,2,29850,220.59
2310,临平区,114,4,1,4,5,11,1,8,Southwest,精装 (Fine),住宅 (Residential),中海 (COHL),Line 1,2402,,23353,,1.12,,8/6/2023,646,3,23998,273.58
2311,萧山区,135.5,4,2,3,14,18,1,1,South,精装 (Fine),住宅 (Residential),,,3930,C,23457,0.26,,3.95,12/29/2024,150,2,37197,504.02
2312,西湖区,92.3,2,1,2,25,26,1,3,South,精装 (Fine),住宅 (Residential),,Line 10,1054,C,13225,0.29,1.17,,11/19/2023,532,1,63655,587.54
